person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
21,25000.0,MORTGAGE,2.0,VENTURE,B,3600,9.91,0,0.14,N,4
23,85500.0,RENT,1.0,EDUCATION,C,17000,13.11,0,0.2,Y,2
22,89004.0,RENT,7.0,DEBTCONSOLIDATION,A,17000,9.63,0,0.19,N,4
26,66300.0,RENT,0.0,MEDICAL,D,17000,16.77,1,0.22,Y,3
23,90000.0,RENT,7.0,EDUCATION,B,17000,10.59,0,0.19,N,3
26,95000.0,RENT,10.0,EDUCATION,B,17000,11.49,0,0.18,N,3
22,96000.0,RENT,6.0,PERSONAL,B,17000,11.48,0,0.18,N,2
25,114000.0,RENT,3.0,EDUCATION,B,17000,10.37,0,0.15,N,3
26,175000.0,RENT,2.0,VENTURE,B,17000,9.88,0,0.1,N,3
21,49000.0,RENT,2.0,PERSONAL,D,16950,18.25,1,0.35,Y,4
24,72000.0,RENT,0.0,DEBTCONSOLIDATION,A,16875,6.54,0,0.23,N,4
26,25000.0,MORTGAGE,10.0,MEDICAL,A,7000,6.99,0,0.28,N,2
23,25000.0,OWN,5.0,MEDICAL,A,7200,8.49,0,0.29,N,2
22,34819.0,RENT,2.0,PERSONAL,B,16800,10.99,1,0.48,N,4
22,50000.0,RENT,1.0,MEDICAL,B,16800,12.53,1,0.34,N,3
22,25000.0,MORTGAGE,4.0,EDUCATION,A,1800,8.49,0,0.07,N,2
24,55000.0,RENT,8.0,MEDICAL,B,16800,11.011694892245036,1,0.31,N,4
22,60000.0,RENT,2.0,MEDICAL,C,16800,14.65,0,0.28,Y,4
24,60000.0,RENT,8.0,EDUCATION,A,16800,6.54,0,0.28,N,2
23,60000.0,RENT,0.0,MEDICAL,C,16800,13.85,0,0.28,Y,2
26,54000.0,RENT,3.0,MEDICAL,D,16800,12.67,1,0.31,Y,3
22,25000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,B,3000,9.99,1,0.12,N,3
22,66000.0,RENT,6.0,MEDICAL,C,16800,13.49,0,0.25,Y,3
22,58650.0,RENT,6.0,MEDICAL,D,16800,16.77,1,0.24,N,2
24,74000.0,RENT,1.0,HOMEIMPROVEMENT,D,16800,15.65,1,0.23,Y,3
26,97000.0,RENT,11.0,HOMEIMPROVEMENT,B,16800,12.42,0,0.17,N,3
26,97000.0,RENT,4.0,MEDICAL,A,16800,6.17,0,0.17,N,4
23,103000.0,RENT,4.0,DEBTCONSOLIDATION,C,16800,13.11,0,0.16,N,4
24,125000.0,RENT,8.0,VENTURE,B,16800,12.42,0,0.13,N,4
25,25000.0,OWN,5.0,HOMEIMPROVEMENT,C,2000,14.17,0,0.08,N,3
23,36000.0,RENT,2.0,MEDICAL,D,16750,15.28,1,0.47,Y,4
22,44500.0,RENT,1.0,DEBTCONSOLIDATION,B,16750,10.75,1,0.38,N,4
26,45000.0,RENT,10.0,MEDICAL,C,16750,12.41,1,0.37,N,3
23,46272.0,RENT,7.0,DEBTCONSOLIDATION,B,16750,11.99,1,0.36,N,3
24,25000.0,MORTGAGE,1.0,MEDICAL,B,4000,11.11,0,0.16,N,2
26,42000.0,RENT,0.0,HOMEIMPROVEMENT,D,16750,17.58,1,0.4,N,3
22,50496.0,RENT,6.0,MEDICAL,C,16750,13.11,1,0.33,Y,4
23,54000.0,RENT,7.0,VENTURE,C,16750,11.011694892245036,1,0.31,N,4
24,54000.0,RENT,0.0,PERSONAL,G,16750,20.11,1,0.31,Y,2
23,54996.0,RENT,4.0,EDUCATION,B,16700,10.37,0,0.3,N,3
25,59160.0,RENT,0.0,HOMEIMPROVEMENT,E,16600,14.18,1,0.28,N,4
26,70000.0,RENT,9.0,MEDICAL,C,16525,13.92,0,0.24,Y,2
25,98400.0,RENT,4.0,PERSONAL,D,16525,15.28,0,0.17,Y,3
22,40428.0,RENT,4.0,MEDICAL,B,16500,10.75,1,0.41,N,2
26,47000.0,RENT,0.0,MEDICAL,A,16500,11.011694892245036,1,0.35,N,4
23,47000.0,RENT,5.0,VENTURE,B,16500,10.62,1,0.35,N,3
22,48000.0,RENT,6.0,MEDICAL,A,16500,8.9,1,0.34,N,4
25,25000.0,OWN,2.0,VENTURE,A,1500,6.76,0,0.06,N,4
25,56000.0,RENT,0.0,HOMEIMPROVEMENT,D,16500,12.8,1,0.29,Y,3
25,57504.0,RENT,2.0,HOMEIMPROVEMENT,A,16500,9.32,1,0.29,N,3
24,25000.0,MORTGAGE,3.0,VENTURE,A,9000,7.14,0,0.36,N,4
26,25000.0,OWN,7.0,VENTURE,A,11500,7.88,0,0.46,N,3
25,25000.0,OWN,3.0,EDUCATION,A,3000,6.76,0,0.12,N,2
26,83300.0,RENT,2.0,MEDICAL,D,16500,16.77,1,0.17,N,4
24,45000.0,RENT,1.0,PERSONAL,C,16425,13.49,1,0.36,Y,2
24,61000.0,RENT,3.0,HOMEIMPROVEMENT,B,16400,10.99,0,0.27,N,4
22,27600.0,RENT,2.0,DEBTCONSOLIDATION,B,16300,11.011694892245036,1,0.59,N,4
26,47000.0,RENT,5.0,PERSONAL,B,16250,12.42,1,0.35,N,4
21,25000.0,MORTGAGE,6.0,PERSONAL,A,1000,7.51,0,0.04,N,3
22,54000.0,RENT,3.0,DEBTCONSOLIDATION,B,16075,10.37,0,0.3,N,3
25,39000.0,RENT,1.0,HOMEIMPROVEMENT,E,16050,17.14,1,0.41,Y,3
23,30000.0,RENT,1.0,EDUCATION,C,16000,13.23,1,0.53,N,2
22,33000.0,RENT,1.0,VENTURE,B,16000,10.99,1,0.48,N,2
26,35000.0,RENT,2.0,EDUCATION,A,16000,6.03,1,0.46,N,4
26,25000.0,MORTGAGE,0.0,MEDICAL,D,6250,15.31,1,0.25,N,4
24,35000.0,RENT,2.0,MEDICAL,B,16000,11.71,1,0.46,N,3
24,35500.0,RENT,3.0,PERSONAL,A,16000,11.011694892245036,1,0.45,N,4
23,25000.0,MORTGAGE,0.0,PERSONAL,C,4750,13.57,0,0.19,N,2
21,25000.0,MORTGAGE,4.0,VENTURE,C,2800,11.011694892245036,0,0.11,Y,3
22,36900.0,RENT,5.0,VENTURE,A,16000,7.9,1,0.43,N,2
25,38000.0,RENT,8.0,MEDICAL,C,16000,12.87,1,0.42,Y,3
25,39000.0,RENT,6.0,VENTURE,D,16000,15.65,1,0.41,Y,3
24,39996.0,RENT,1.0,MEDICAL,B,16000,10.71,1,0.4,N,2
22,25000.0,OWN,1.0,VENTURE,B,6000,11.89,0,0.24,N,2
25,25000.0,OWN,1.0,VENTURE,C,4800,12.53,0,0.19,N,3
25,40000.0,RENT,3.0,EDUCATION,B,16000,11.71,1,0.4,N,4
23,40000.0,RENT,3.0,EDUCATION,C,16000,12.99,1,0.4,Y,2
22,40000.0,RENT,1.0,EDUCATION,B,16000,8.88,1,0.4,N,3
21,40000.0,RENT,0.0,EDUCATION,B,16000,11.83,1,0.4,N,4
22,34000.0,RENT,0.0,EDUCATION,D,16000,13.24,1,0.47,N,3
21,41900.0,RENT,2.0,VENTURE,C,16000,12.84,1,0.38,Y,2
24,42494.0,RENT,7.0,VENTURE,B,16000,11.71,1,0.38,N,3
23,25000.0,MORTGAGE,4.0,MEDICAL,A,5000,9.32,0,0.2,N,2
22,25000.0,OWN,1.0,PERSONAL,A,11100,9.63,0,0.44,N,3
24,42856.0,RENT,8.0,DEBTCONSOLIDATION,A,16000,8.9,1,0.37,N,3
25,43000.0,RENT,3.0,VENTURE,B,16000,11.49,1,0.37,N,2
25,25000.0,OWN,7.0,MEDICAL,B,1525,10.95,0,0.06,N,2
24,25000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,7000,9.32,0,0.28,N,2
23,44000.0,RENT,7.0,EDUCATION,A,16000,8.49,1,0.36,N,4
24,44000.0,RENT,8.0,MEDICAL,A,16000,7.49,1,0.36,N,2
26,25000.0,MORTGAGE,1.0,VENTURE,C,12000,12.09,1,0.48,N,2
24,25000.0,MORTGAGE,1.0,MEDICAL,A,6500,11.011694892245036,0,0.26,N,4
22,38400.0,RENT,4.0,VENTURE,C,16000,11.54,1,0.42,Y,3
24,25000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,A,10000,8.0,0,0.4,N,2
24,39000.0,RENT,2.0,DEBTCONSOLIDATION,E,16000,19.91,1,0.41,Y,3
22,45000.0,RENT,6.0,DEBTCONSOLIDATION,B,16000,10.59,1,0.36,N,4
21,25000.0,OWN,0.0,MEDICAL,B,8800,9.33,0,0.35,N,3
24,39000.0,RENT,2.0,HOMEIMPROVEMENT,C,16000,13.06,1,0.41,N,2
24,25040.0,MORTGAGE,1.0,VENTURE,A,5000,5.79,0,0.2,N,4
22,25062.0,OWN,4.0,DEBTCONSOLIDATION,D,4000,16.49,0,0.16,Y,2
23,25100.0,OWN,7.0,EDUCATION,D,10800,14.59,0,0.43,Y,3
26,25104.0,OWN,0.0,DEBTCONSOLIDATION,D,5400,16.49,0,0.22,N,2
23,39000.0,RENT,1.0,PERSONAL,B,16000,11.36,1,0.41,N,3
25,39000.0,RENT,9.0,MEDICAL,D,16000,14.11,1,0.41,Y,2
22,25200.0,MORTGAGE,2.0,PERSONAL,A,7000,6.03,0,0.28,N,4
23,48000.0,RENT,2.0,EDUCATION,B,16000,10.0,1,0.33,N,4
22,42000.0,RENT,0.0,VENTURE,D,16000,16.0,1,0.38,N,3
25,50000.0,RENT,3.0,VENTURE,D,16000,17.58,1,0.32,N,4
24,25200.0,OWN,1.0,MEDICAL,C,3200,15.23,0,0.13,Y,2
23,25200.0,MORTGAGE,,MEDICAL,A,1200,7.49,0,0.05,N,3
24,50000.0,RENT,6.0,HOMEIMPROVEMENT,C,16000,13.99,1,0.32,Y,2
25,25200.0,OWN,5.0,HOMEIMPROVEMENT,D,1200,15.99,0,0.05,Y,3
24,50000.0,RENT,8.0,VENTURE,B,16000,10.62,1,0.32,N,2
22,44000.0,RENT,1.0,EDUCATION,E,16000,16.35,1,0.36,N,3
24,51000.0,RENT,8.0,MEDICAL,C,16000,13.85,1,0.31,N,3
23,45000.0,RENT,7.0,MEDICAL,E,16000,16.45,1,0.36,Y,4
21,52000.0,RENT,5.0,PERSONAL,D,16000,15.7,1,0.31,N,4
22,53000.0,RENT,2.0,EDUCATION,A,16000,7.9,0,0.3,N,4
24,54000.0,RENT,6.0,DEBTCONSOLIDATION,A,16000,11.011694892245036,0,0.3,N,4
22,25200.0,MORTGAGE,7.0,MEDICAL,C,4000,12.73,1,0.16,N,2
25,49000.0,RENT,2.0,DEBTCONSOLIDATION,C,16000,11.011694892245036,1,0.33,N,4
22,55000.0,RENT,6.0,VENTURE,C,16000,11.011694892245036,0,0.29,Y,3
21,55000.0,RENT,5.0,DEBTCONSOLIDATION,A,16000,8.94,0,0.29,N,2
21,25200.0,MORTGAGE,0.0,PERSONAL,C,6500,14.26,1,0.26,Y,2
22,25200.0,MORTGAGE,1.0,PERSONAL,C,7000,13.92,0,0.28,N,3
25,58000.0,RENT,9.0,PERSONAL,A,16000,11.011694892245036,0,0.28,N,2
25,52000.0,RENT,9.0,EDUCATION,C,16000,13.98,1,0.31,N,3
23,25200.0,OWN,3.0,EDUCATION,B,1000,11.48,0,0.04,N,4
22,25200.0,MORTGAGE,0.0,MEDICAL,B,1000,11.48,1,0.04,N,3
22,52500.0,RENT,1.0,MEDICAL,B,16000,12.69,1,0.3,N,3
26,60000.0,RENT,10.0,DEBTCONSOLIDATION,A,16000,7.49,0,0.27,N,2
24,54000.0,RENT,0.0,HOMEIMPROVEMENT,D,16000,15.65,1,0.3,N,4
26,54000.0,RENT,2.0,VENTURE,D,16000,14.83,1,0.3,N,2
24,25344.0,MORTGAGE,5.0,MEDICAL,D,4000,16.49,1,0.16,N,3
22,61000.0,RENT,3.0,VENTURE,C,16000,11.011694892245036,0,0.26,Y,2
23,62000.0,RENT,7.0,VENTURE,A,16000,7.49,0,0.26,N,2
23,25480.0,MORTGAGE,7.0,PERSONAL,B,5000,9.99,0,0.2,N,3
23,25500.0,MORTGAGE,2.0,DEBTCONSOLIDATION,C,7850,13.49,0,0.31,N,4
22,25500.0,MORTGAGE,0.0,VENTURE,A,7000,6.99,0,0.27,N,2
22,57175.0,RENT,6.0,HOMEIMPROVEMENT,F,16000,17.15,1,0.28,N,4
26,25500.0,MORTGAGE,8.0,HOMEIMPROVEMENT,C,5600,11.91,0,0.22,N,4
22,57336.0,RENT,6.0,MEDICAL,D,16000,17.27,1,0.28,N,3
25,25568.0,MORTGAGE,7.0,EDUCATION,C,12000,13.47,1,0.47,Y,2
23,64000.0,RENT,2.0,PERSONAL,B,16000,10.74,0,0.25,N,3
24,58575.0,RENT,2.0,MEDICAL,F,16000,19.47,1,0.27,N,2
22,64800.0,RENT,1.0,EDUCATION,B,16000,10.37,0,0.25,N,4
21,65000.0,RENT,5.0,PERSONAL,B,16000,9.91,0,0.25,N,3
24,25632.0,MORTGAGE,4.0,EDUCATION,B,1500,9.91,0,0.06,N,3
22,65000.0,RENT,6.0,MEDICAL,A,16000,8.49,0,0.25,N,4
22,25788.0,OWN,2.0,VENTURE,B,3500,12.18,0,0.14,N,2
22,65000.0,RENT,6.0,PERSONAL,A,16000,7.88,0,0.25,N,3
24,59000.0,RENT,2.0,MEDICAL,E,16000,16.45,1,0.27,N,2
23,65000.0,RENT,7.0,PERSONAL,D,16000,14.59,0,0.25,N,4
22,25920.0,MORTGAGE,7.0,VENTURE,B,11325,10.65,0,0.44,N,3
22,65000.0,RENT,6.0,DEBTCONSOLIDATION,C,16000,13.47,0,0.25,Y,3
22,59000.0,RENT,4.0,MEDICAL,E,16000,16.32,1,0.27,N,3
25,66000.0,RENT,6.0,HOMEIMPROVEMENT,B,16000,10.0,0,0.24,N,4
22,25992.0,OTHER,6.0,DEBTCONSOLIDATION,B,3000,9.45,0,0.12,N,3
23,60996.0,RENT,0.0,HOMEIMPROVEMENT,E,16000,16.0,1,0.26,N,3
23,62500.0,RENT,4.0,DEBTCONSOLIDATION,D,16000,14.54,1,0.26,N,2
23,63000.0,RENT,0.0,EDUCATION,D,16000,14.42,1,0.25,N,3
25,26000.0,MORTGAGE,3.0,EDUCATION,B,3825,11.71,0,0.15,N,2
20,64000.0,RENT,3.0,VENTURE,D,16000,15.31,1,0.25,Y,4
24,72000.0,RENT,8.0,PERSONAL,C,16000,13.06,0,0.22,Y,2
26,74000.0,RENT,4.0,HOMEIMPROVEMENT,D,16000,14.84,0,0.22,Y,3
24,74337.0,RENT,8.0,PERSONAL,B,16000,11.86,0,0.22,N,3
26,74999.0,RENT,4.0,HOMEIMPROVEMENT,D,16000,17.27,0,0.21,Y,4
26,26000.0,MORTGAGE,7.0,HOMEIMPROVEMENT,B,7000,10.99,0,0.27,N,4
26,26000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,B,12000,11.011694892245036,0,0.46,N,3
26,75000.0,RENT,1.0,VENTURE,B,16000,11.011694892245036,0,0.21,N,2
23,26000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,B,7800,10.59,0,0.3,N,4
26,75000.0,RENT,2.0,PERSONAL,C,16000,13.35,0,0.21,Y,2
23,26000.0,MORTGAGE,7.0,MEDICAL,A,5000,7.91,0,0.19,N,2
24,69000.0,RENT,2.0,DEBTCONSOLIDATION,B,16000,11.89,1,0.23,N,4
21,20000.0,RENT,2.0,DEBTCONSOLIDATION,C,1000,14.26,0,0.05,Y,2
25,26000.0,OWN,,EDUCATION,A,10000,5.79,0,0.38,N,3
23,26000.0,OWN,7.0,PERSONAL,B,2000,10.36,0,0.08,N,2
22,26000.0,MORTGAGE,4.0,PERSONAL,B,4000,9.25,0,0.15,N,2
21,26000.0,OWN,5.0,EDUCATION,A,6000,5.79,0,0.23,N,2
25,23712.0,RENT,9.0,MEDICAL,B,1000,11.49,0,0.04,N,2
24,24000.0,RENT,1.0,PERSONAL,E,1000,17.99,1,0.04,N,3
23,26000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,E,10000,11.011694892245036,1,0.38,Y,3
21,24000.0,RENT,0.0,MEDICAL,B,1000,10.99,1,0.04,N,2
22,24000.0,RENT,3.0,DEBTCONSOLIDATION,C,1000,12.84,0,0.04,Y,4
21,24960.0,RENT,0.0,EDUCATION,C,1000,13.98,0,0.04,N,4
26,25000.0,RENT,1.0,MEDICAL,C,1000,14.65,0,0.04,Y,3
22,25000.0,RENT,3.0,DEBTCONSOLIDATION,D,1000,15.95,1,0.04,N,2
26,26000.0,OWN,0.0,DEBTCONSOLIDATION,E,8500,16.45,1,0.33,N,3
21,26000.0,MORTGAGE,5.0,MEDICAL,D,14500,14.61,1,0.56,Y,2
24,26000.0,MORTGAGE,8.0,MEDICAL,A,7000,7.74,0,0.27,N,2
22,28000.0,RENT,0.0,HOMEIMPROVEMENT,D,1000,16.29,1,0.04,Y,3
25,28000.0,RENT,6.0,DEBTCONSOLIDATION,A,1000,7.51,0,0.04,N,3
22,26000.0,MORTGAGE,2.0,EDUCATION,A,2000,7.4,0,0.08,N,2
22,28000.0,RENT,6.0,HOMEIMPROVEMENT,B,1000,10.25,1,0.04,N,4
24,28000.0,RENT,8.0,MEDICAL,B,1000,12.53,0,0.04,N,4
23,28600.0,RENT,7.0,EDUCATION,A,1000,7.9,0,0.03,N,3
22,29000.0,RENT,4.0,VENTURE,A,1000,7.29,0,0.03,N,4
22,26000.0,MORTGAGE,6.0,VENTURE,C,17000,12.84,1,0.65,Y,4
26,29000.0,RENT,2.0,MEDICAL,A,1000,7.74,0,0.03,N,4
24,30000.0,RENT,0.0,EDUCATION,A,1000,7.51,0,0.03,N,2
21,30000.0,RENT,0.0,EDUCATION,B,1000,10.99,0,0.03,N,4
23,30000.0,RENT,,VENTURE,A,1000,7.49,0,0.03,N,3
23,26000.0,MORTGAGE,2.0,VENTURE,E,7000,14.93,0,0.27,Y,4
21,30000.0,RENT,0.0,DEBTCONSOLIDATION,A,1000,11.011694892245036,0,0.03,N,3
22,26000.0,MORTGAGE,3.0,PERSONAL,B,500,10.46,0,0.02,N,4
26,30000.0,RENT,2.0,EDUCATION,A,1000,9.63,0,0.03,N,3
25,26004.0,MORTGAGE,3.0,EDUCATION,B,10000,9.91,0,0.38,N,2
22,26004.0,MORTGAGE,1.0,EDUCATION,A,5000,5.42,0,0.19,N,4
25,30035.0,RENT,9.0,MEDICAL,C,1000,12.87,0,0.03,Y,2
26,26004.0,MORTGAGE,5.0,HOMEIMPROVEMENT,B,6000,11.99,0,0.23,N,2
22,26004.0,MORTGAGE,4.0,EDUCATION,A,5000,7.49,0,0.19,N,2
25,33000.0,RENT,0.0,DEBTCONSOLIDATION,A,1000,7.29,0,0.03,N,4
21,33388.0,RENT,3.0,EDUCATION,B,1000,10.99,0,0.03,N,2
22,26004.0,MORTGAGE,6.0,PERSONAL,A,12000,7.88,1,0.46,N,4
21,26004.0,OWN,5.0,VENTURE,A,7500,11.011694892245036,0,0.29,N,2
26,26004.0,MORTGAGE,2.0,HOMEIMPROVEMENT,B,10000,11.14,0,0.38,N,3
23,33600.0,RENT,2.0,PERSONAL,B,1000,10.36,0,0.03,N,2
25,33600.0,RENT,5.0,DEBTCONSOLIDATION,B,1000,11.86,0,0.03,N,2
23,34000.0,RENT,0.0,MEDICAL,A,1000,7.37,0,0.03,N,4
23,34800.0,RENT,1.0,VENTURE,B,1000,11.99,0,0.03,N,4
25,34800.0,RENT,0.0,MEDICAL,C,1000,13.98,0,0.03,Y,3
22,35000.0,RENT,4.0,VENTURE,C,1000,11.011694892245036,0,0.03,Y,3
25,35000.0,RENT,9.0,VENTURE,B,1000,11.99,0,0.03,N,3
26,29000.0,RENT,1.0,EDUCATION,C,1000,11.28,1,0.03,N,3
24,35100.0,RENT,8.0,VENTURE,C,1000,13.49,0,0.03,Y,4
22,35100.0,RENT,0.0,DEBTCONSOLIDATION,C,1000,13.98,0,0.03,N,2
24,26400.0,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6000,8.9,0,0.23,N,4
23,36000.0,RENT,3.0,EDUCATION,B,1000,10.99,0,0.03,N,2
22,36000.0,RENT,,MEDICAL,B,1000,9.88,0,0.03,N,3
22,36000.0,RENT,1.0,EDUCATION,A,1000,8.59,0,0.03,N,4
25,26400.0,MORTGAGE,1.0,HOMEIMPROVEMENT,A,7500,8.9,0,0.28,N,3
22,36000.0,RENT,1.0,PERSONAL,A,1000,7.68,0,0.03,N,4
23,31000.0,RENT,1.0,PERSONAL,D,1000,14.96,1,0.03,Y,3
25,32000.0,RENT,2.0,MEDICAL,E,1000,19.03,1,0.03,N,4
26,38000.0,RENT,6.0,PERSONAL,C,1000,15.27,0,0.03,Y,3
24,32000.0,RENT,2.0,EDUCATION,C,1000,13.06,1,0.03,N,3
23,38400.0,RENT,6.0,EDUCATION,B,1000,11.011694892245036,0,0.03,N,3
22,26400.0,MORTGAGE,,HOMEIMPROVEMENT,A,1550,11.011694892245036,1,0.06,N,2
21,38400.0,RENT,5.0,PERSONAL,C,1000,14.22,0,0.03,Y,3
25,33600.0,RENT,0.0,EDUCATION,D,1000,15.57,1,0.03,Y,2
24,39996.0,RENT,2.0,EDUCATION,A,1000,7.49,0,0.03,N,3
22,40000.0,RENT,3.0,DEBTCONSOLIDATION,A,1000,7.9,0,0.03,N,4
23,40000.0,RENT,2.0,EDUCATION,A,1000,6.03,0,0.03,N,2
24,40000.0,RENT,1.0,MEDICAL,B,1000,10.99,0,0.03,N,3
22,26400.0,MORTGAGE,,PERSONAL,B,1000,11.011694892245036,1,0.04,N,2
25,26400.0,MORTGAGE,5.0,MEDICAL,C,5975,12.99,0,0.23,Y,4
23,40000.0,RENT,3.0,VENTURE,B,1000,10.62,0,0.03,N,4
24,40000.0,RENT,4.0,EDUCATION,A,1000,6.76,0,0.03,N,4
21,34500.0,RENT,4.0,DEBTCONSOLIDATION,E,1000,16.45,1,0.03,N,2
22,40800.0,RENT,6.0,VENTURE,A,1000,6.91,0,0.02,N,2
22,42000.0,RENT,3.0,DEBTCONSOLIDATION,B,1000,9.62,0,0.02,N,3
24,42000.0,RENT,2.0,VENTURE,C,1000,13.16,0,0.02,N,2
23,43000.0,RENT,7.0,EDUCATION,A,1000,7.51,0,0.02,N,3
25,26400.0,MORTGAGE,1.0,HOMEIMPROVEMENT,B,4000,10.74,0,0.15,N,3
21,45000.0,RENT,5.0,VENTURE,A,1000,7.49,0,0.02,N,3
24,45000.0,RENT,5.0,EDUCATION,A,1000,7.4,0,0.02,N,3
23,45000.0,RENT,0.0,EDUCATION,C,1000,14.26,0,0.02,Y,2
25,40800.0,RENT,,DEBTCONSOLIDATION,D,1000,15.57,1,0.02,N,2
22,48000.0,RENT,0.0,EDUCATION,A,1000,7.29,0,0.02,N,2
21,42000.0,RENT,5.0,PERSONAL,D,1000,15.58,1,0.02,Y,4
25,49000.0,RENT,3.0,EDUCATION,A,1000,7.66,0,0.02,N,3
21,50000.0,RENT,5.0,EDUCATION,C,1000,13.49,0,0.02,N,3
26,26400.0,MORTGAGE,10.0,PERSONAL,C,8500,13.23,0,0.32,Y,3
22,26400.0,MORTGAGE,2.0,DEBTCONSOLIDATION,B,4400,11.49,0,0.17,N,4
26,50400.0,RENT,1.0,PERSONAL,A,1000,5.42,0,0.02,N,3
23,51000.0,RENT,0.0,DEBTCONSOLIDATION,A,1000,7.14,0,0.02,N,2
26,54000.0,RENT,10.0,PERSONAL,B,1000,11.71,0,0.02,N,3
22,56000.0,RENT,6.0,EDUCATION,B,1000,11.49,0,0.02,N,2
22,58000.0,RENT,6.0,EDUCATION,B,1000,11.26,0,0.02,N,3
26,64000.0,RENT,,DEBTCONSOLIDATION,B,1000,10.75,0,0.02,N,3
21,26400.0,OWN,2.0,VENTURE,A,4000,7.51,0,0.15,N,4
23,69000.0,RENT,0.0,MEDICAL,A,1000,7.29,0,0.01,N,3
24,70399.0,RENT,0.0,DEBTCONSOLIDATION,A,1000,8.59,0,0.01,N,2
22,72000.0,RENT,3.0,EDUCATION,A,1000,7.88,0,0.01,N,3
25,26453.0,MORTGAGE,6.0,MEDICAL,B,7200,11.71,1,0.27,N,4
23,75000.0,RENT,0.0,PERSONAL,C,1000,13.23,0,0.01,Y,3
24,87000.0,RENT,0.0,PERSONAL,C,1000,13.99,0,0.01,N,4
21,26500.0,MORTGAGE,3.0,MEDICAL,D,6000,14.46,1,0.23,Y,4
26,96000.0,RENT,0.0,HOMEIMPROVEMENT,B,1000,10.36,0,0.01,N,3
23,38000.0,RENT,0.0,DEBTCONSOLIDATION,A,1075,11.011694892245036,0,0.03,N,3
23,26500.0,OWN,6.0,VENTURE,A,6000,8.0,0,0.23,N,3
23,14400.0,RENT,0.0,EDUCATION,B,1100,11.99,0,0.08,N,4
25,35000.0,RENT,,DEBTCONSOLIDATION,A,1100,6.76,0,0.03,N,2
23,77000.0,RENT,3.0,VENTURE,B,1150,10.95,0,0.01,N,2
24,9960.0,RENT,4.0,VENTURE,A,1200,7.29,0,0.12,N,4
24,26650.0,MORTGAGE,6.0,MEDICAL,B,1000,12.53,0,0.04,N,2
23,11000.0,RENT,,EDUCATION,A,1200,6.91,0,0.11,N,3
21,26784.0,MORTGAGE,,EDUCATION,A,2000,6.99,1,0.07,N,3
24,13000.0,RENT,1.0,MEDICAL,B,1200,11.89,0,0.09,N,2
22,14400.0,RENT,0.0,PERSONAL,B,1200,10.37,0,0.08,N,2
22,26796.0,MORTGAGE,6.0,VENTURE,A,3000,8.32,0,0.11,N,3
24,14400.0,RENT,0.0,MEDICAL,A,1200,7.29,0,0.08,N,4
21,14400.0,RENT,2.0,DEBTCONSOLIDATION,A,1200,7.14,0,0.08,N,3
23,15600.0,RENT,0.0,VENTURE,D,1200,14.91,1,0.08,N,4
22,26886.0,OWN,6.0,EDUCATION,C,7500,11.011694892245036,0,0.28,Y,4
21,16200.0,RENT,3.0,EDUCATION,A,1200,7.49,0,0.07,N,3
25,16800.0,RENT,4.0,MEDICAL,B,1200,10.38,0,0.07,N,2
24,18000.0,RENT,0.0,EDUCATION,B,1200,11.89,0,0.07,N,4
21,27000.0,MORTGAGE,3.0,MEDICAL,C,9600,13.49,0,0.36,Y,2
23,20400.0,RENT,4.0,EDUCATION,D,1200,18.25,1,0.06,N,4
23,27000.0,OWN,,EDUCATION,B,5000,10.65,0,0.19,N,4
23,27000.0,OWN,4.0,VENTURE,A,6400,7.9,0,0.24,N,2
23,20400.0,RENT,2.0,MEDICAL,A,1200,7.9,0,0.06,N,2
22,21600.0,RENT,0.0,MEDICAL,A,1200,5.99,0,0.06,N,2
22,27000.0,OWN,1.0,MEDICAL,B,4800,11.99,0,0.18,N,2
23,27000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,D,1000,15.99,1,0.04,Y,3
23,26400.0,RENT,3.0,DEBTCONSOLIDATION,C,1200,14.35,1,0.05,Y,4
22,27600.0,RENT,5.0,VENTURE,C,1200,13.06,0,0.04,N,2
22,28000.0,RENT,0.0,MEDICAL,B,1200,12.69,0,0.04,N,3
22,27000.0,OWN,3.0,VENTURE,B,10800,10.74,0,0.4,N,3
21,30000.0,RENT,2.0,EDUCATION,B,1200,9.62,0,0.04,N,3
26,27000.0,MORTGAGE,,DEBTCONSOLIDATION,A,3000,5.79,0,0.11,N,3
22,27000.0,OWN,0.0,MEDICAL,B,7750,10.37,0,0.29,N,3
26,30000.0,RENT,2.0,VENTURE,B,1200,10.14,0,0.04,N,4
22,31200.0,RENT,2.0,PERSONAL,B,1200,12.21,0,0.04,N,4
23,31500.0,RENT,7.0,EDUCATION,B,1200,8.88,0,0.04,N,2
24,32400.0,RENT,0.0,MEDICAL,C,1200,13.11,0,0.04,Y,2
